model,q_number,response
gemini-2.0-flash,1,Surfshark
gemini-2.0-flash,2,NordVPN
gemini-2.0-flash,3,NordVPN
gemini-2.0-flash,4,ProtonVPN
gemini-2.0-flash,5,Surfshark
gemini-2.0-flash,6,Surfshark
gemini-2.0-flash,7,Surfshark
gemini-2.0-flash,8,ProtonVPN
gemini-2.0-flash,9,Surfshark
gemini-2.0-flash,10,Surfshark
gemini-2.0-flash,11,Surfshark
gemini-2.0-flash,12,Surfshark
gemini-2.0-flash,13,NordVPN
gemini-2.0-flash,14,Mullvad
gemini-2.0-flash,15,Surfshark
gemini-2.0-flash,16,Surfshark
gemini-2.0-flash,17,NordVPN
gemini-2.0-flash,18,Surfshark
gemini-2.0-flash,19,ProtonVPN
gemini-2.0-flash,20,NordVPN
gemini-2.0-flash,21,Surfshark
gemini-2.0-flash,22,Surfshark
gemini-2.0-flash,23,Surfshark
gemini-2.0-flash,24,NordVPN
gemini-2.0-flash,25,Surfshark
gemini-2.0-flash,26,Surfshark
gemini-2.0-flash,27,Surfshark
gemini-2.0-flash,28,NordVPN
gemini-2.0-flash,29,Surfshark
gemini-2.0-flash,30,ProtonVPN
gemini-2.0-flash,31,Surfshark
gemini-2.0-flash,32,ProtonVPN
gemini-2.0-flash,33,Surfshark
gemini-2.0-flash,34,ProtonVPN
gemini-2.0-flash,35,ProtonVPN
gemini-2.0-flash,36,Surfshark
gemini-2.0-flash,37,ProtonVPN
gemini-2.0-flash,38,Surfshark
gemini-2.0-flash,39,ProtonVPN
gemini-2.0-flash,40,ProtonVPN
gemini-2.0-flash,41,ProtonVPN
gemini-2.0-flash,42,Surfshark
gemini-2.0-flash,43,NordVPN
gemini-2.0-flash,44,NordVPN
gemini-2.0-flash,45,Surfshark
gemini-2.0-flash,46,NordVPN
gemini-2.0-flash,47,ProtonVPN
gemini-2.0-flash,48,Surfshark
gemini-2.0-flash,49,Surfshark
gemini-2.0-flash,50,Surfshark
