model,response
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,PrivateVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Surfshark
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Surfshark
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,ExpressVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,"NordVPN, Mullvad, Surfshark, ProtonVPN, ExpressVPN"
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,ExpressVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Surfshark
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,ExpressVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,ExpressVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Surfshark
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,ExpressVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Private Internet Access
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Surfshark
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,ProtonVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,ExpressVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,ProtonVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,NordVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,Surfshark
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,NordVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Surfshark
gemini-2.0-flash-exp,Surfshark
claude-3-5-sonnet-latest,ProtonVPN
