model,response
grok-beta,"Ketel One, Stolichnaya, Grey Goose, Absolut, Belvedere, Tito's, Ciroc, Chopin, Russian Standard, Smirnoff"
grok-beta,"Grey Goose, Belvedere, Ketel One, Stolichnaya, Tito's, Absolut, Smirnoff, Ciroc, Hangar One, Chopin."
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Svedka, Skyy, Stolichnaya, Smirnoff, Ciroc, Tito's."
grok-beta,"Grey Goose, Belvedere, Absolut, Ketel One, Stolichnaya, Smirnoff, Ciroc, Tito's, Zubrowka, Skyy."
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Ciroc, Tito's, Skyy, Hangar 1"
grok-beta,"Absolut, Grey Goose, Belvedere, Stolichnaya, Ketel One, Svedka, Smirnoff, Tito's, Hangar 1, Chopin."
grok-beta,"Absolut, Belvedere, Chopin, Ciroc, Grey Goose, Hangar 1, Ketel One, Purity, Reyka, Stolichnaya"
grok-beta,"Absolut, Grey Goose, Ketel One, Belvedere, Ciroc, Stolichnaya, Smirnoff, Chopin, Tito's, Hangar 1,"
grok-beta,"Belvedere, Grey Goose, Stolichnaya, Ketel One, Absolut, Ciroc, Finlandia, Smirnoff, Skyy, Tito's."
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Titos, Chopin, Ciroc, Van Gogh."
grok-beta,"Absolut, Grey Goose, Belvedere, Ketel One, Stolichnaya, Smirnoff, Titos, Ciroc, Hangar One, Chopin."
grok-beta,"Belvedere, Ciroc, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Absolut, Titos, Hendricks, Chopin."
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Tito's, Ciroc, Chopin, Hangar 1"
grok-beta,"Absolut, Belvedere, Ciroc, Grey Goose, Ketel One, Smirnoff, Stolichnaya, Tito's, Crystal Head, Haku"
grok-beta,"Absolut, Smirnoff, Grey Goose, Belvedere, Stolichnaya, Ketel One, Chopin, Ciroc, Skyy, Tito's."
grok-beta,"Absolut, Grey Goose, Stolichnaya, Belvedere, Ketel One, Chopin, Haku, Smirnoff, Ciroc, Titos."
grok-beta,"Grey Goose, Belvedere, Ketel One, Absolut, Stolichnaya, Tito's, Finlandia, Chopin, Ciroc, Smirnoff"
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Ciroc, Hangar One, Chopin, Tito's."
grok-beta,"Grey Goose, Belvedere, Ketel One, Absolut, Ciroc, Stolichnaya, Tito's, Haku, Chopin, Reyka"
grok-beta,"Absolut, Belvedere, Grey Goose, Ketel One, Stolichnaya, Cîroc, Smirnoff, Tito's, Chopin, Hangar 1"
grok-beta,"Belvedere, Grey Goose, Absolut, Ketel One, Stolichnaya, Titos, Ciroc, Haku, Reyka, Svedka"
grok-beta,"Absolut, Grey Goose, Belvedere, Ketel One, Stolichnaya, Tito's, Ciroc, Smirnoff, Chopin, Haku,"
