model,response
chatgpt-4o-latest,"Mullvad, IVPN, ProtonVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Surfshark, Mullvad"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, SurfsharkVPN, CyberGhost, Private Internet Access"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"ExpressVPN,NordVPN,Surfshark,CyberGhost,ProtonVPN"
chatgpt-4o-latest,"Mullvad,NordVPN,IVPN,ProtonVPN,ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,ProtonVPN"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TunnelBear"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad,NordVPN,ProtonVPN,IVPN,ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TorGuard"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad, IVPN, ProtonVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TunnelBear"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, ExpressVPN, NordVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access"
chatgpt-4o-latest,"Mullvad, IVPN, ProtonVPN, Surfshark, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access"
claude-3-5-sonnet-latest,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, CyberGhost"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access"
claude-3-5-sonnet-latest,"Proton VPN, Mullvad VPN, ExpressVPN, NordVPN, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TunnelBear"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Mullvad"
claude-3-5-sonnet-latest,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad, IVPN, ProtonVPN, AirVPN, NordVPN"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, Private Internet Access, ProtonVPN"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TorGuard"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,ProtonVPN"
claude-3-5-sonnet-latest,"ExpressVPN, Proton VPN, Mullvad VPN, IVPN, NordVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Surfshark, Mullvad"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
chatgpt-4o-latest,"Mullvad,NordVPN,ProtonVPN,IVPN,ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access"
claude-3-5-sonnet-latest,"Mullvad, ProtonVPN, IVPN, ExpressVPN, NordVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Surfshark, Mullvad"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost"
chatgpt-4o-latest,"Mullvad, ProtonVPN, IVPN, NordVPN, ExpressVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,ProtonVPN,Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, ProtonVPN, Mullvad, IVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, Mullvad, TunnelBear"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN"
