model,response
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,MullvadVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Error with Google: 429 Resource has been exhausted (e.g. check quota).
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ExpressVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Error with Google: 429 Resource has been exhausted (e.g. check quota).
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,NordVPN
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,ProtonVPN
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,Mullvad
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
chatgpt-4o-latest,Mullvad
gemini-2.0-flash-exp,Mullvad
claude-3-5-sonnet-latest,ProtonVPN
llama-v3p1-70b-instruct,ProtonVPN
deepseek-v3,Mullvad
