model,response
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Grey Goose
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Smirnoff
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Grey Goose
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Absolut
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Error with Google: Event loop is closed
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
